User_ID_Alias,User_Age,User_Gender,User_Occupation,User_ZipCode
1241,45,M,16,70507
1242,25,M,17,95122
1243,18,M,1,53706
1244,50,F,5,60181
1245,25,M,18,57706
1246,56,F,14,55033
1247,25,F,1,2143
1248,18,M,4,53703
1249,25,M,14,95008
1250,45,F,0,55122
1251,35,M,17,55113
1252,18,M,4,15321
1253,25,M,4,77345
1254,45,F,0,98103
1255,45,M,17,18036
1256,25,F,0,60640
1257,25,M,17,20866
1258,25,M,14,48360
1259,56,M,14,37922
1260,25,F,2,94609
1261,50,F,20,95051
1262,18,M,4,53140
1263,1,M,10,48073
1264,45,F,1,2476
1265,25,M,7,6516
1266,50,M,11,48823
1267,35,M,7,7650
1268,25,M,17,95825
1269,45,M,0,98201
1270,25,M,17,28601
1271,18,M,2,1720
1272,35,F,7,33547
1273,35,M,17,95401
1274,50,M,14,95129
1275,18,F,3,33314
1276,50,F,11,87004
1277,45,M,7,92104
1278,45,M,12,90277
1279,25,M,3,48220
1280,35,M,11,32082
1281,45,M,16,92018
1282,35,F,11,79101
1283,45,M,18,63129
1284,18,M,2,21202
1285,25,F,0,97205
1286,45,M,15,92028
1287,25,M,12,30316
1288,45,M,14,1701
1289,25,M,2,90803
1290,35,M,15,55416
1291,25,M,16,97209
1292,18,M,12,37032
1293,35,M,17,22315
1294,25,M,17,28083
1295,35,F,0,55406
1296,18,M,0,98765
1297,25,F,2,94577
1298,35,M,7,75229
1299,25,M,0,92078
1300,18,M,4,6459
1301,18,M,9,98117
1302,25,M,11,20164
1303,56,M,6,37922
1304,45,F,20,90069
1305,35,M,17,50021
1306,25,M,17,99709
1307,25,M,5,60076
1308,18,M,4,20006
1309,18,M,4,7940
1310,25,M,4,85719
1311,18,M,10,55303
1312,18,F,4,92833
1313,25,F,20,45409
1314,18,M,20,22203
1315,25,M,17,92122
1316,18,M,4,91360
1317,35,M,13,62035
1318,18,M,3,64043
1319,50,M,3,89102
1320,18,M,16,55129
1321,45,F,0,19130
1322,25,M,17,29401
1323,18,M,4,19081
1324,18,F,4,55112
1325,25,M,6,94108
1326,18,M,4,22032
1327,18,M,10,45904
1328,25,M,4,16801
1329,18,M,4,48104
1330,50,M,20,94530
1331,25,M,7,11215
1332,35,M,12,7470
1333,45,F,7,14519
1334,18,M,2,55304
1335,25,M,20,48103
1336,56,M,11,8904
1337,56,M,7,28754
1338,25,M,7,23423
1339,45,F,1,94061
1340,45,M,16,98107-2117
1341,35,M,12,55803
1342,35,M,6,19027
1343,18,M,16,98502
1344,25,F,11,10022
1345,50,F,0,46970
1346,25,M,5,97007
1347,25,M,11,7002
1348,50,F,17,55441
1349,25,M,3,7661
1350,56,M,17,55105
1351,25,F,1,5401
1352,25,M,16,21203
1353,25,F,0,13326
1354,18,M,4,91301
1355,25,M,4,90039
1356,18,M,4,48135
1357,35,M,5,19119
1358,56,M,17,53705
1359,25,M,2,55408
1360,1,F,10,25801
1361,50,M,1,54016
1362,18,F,3,55016
1363,18,M,4,4915
1364,25,M,0,2135
1365,18,M,17,33186
1366,18,F,17,95405
1367,18,M,4,3052
1368,45,M,0,14468
1369,25,M,1,49503
1370,18,M,5,91767
1371,25,M,7,91344
1372,35,M,3,46033
1373,18,M,14,10023
1374,18,M,0,60076
1375,25,M,17,55125
1376,35,M,20,46614
1377,1,F,10,29146
1378,25,M,0,55126
1379,25,M,18,37922
1380,18,M,4,83706
1381,25,F,11,97370
1382,35,F,9,94587
1383,45,M,7,61081
1384,25,M,12,22903
1385,25,M,12,27513
1386,18,M,20,78759
1387,45,M,12,53716
1388,18,F,4,84321
1389,25,M,16,53714
1390,18,F,4,59715
1391,18,M,4,53706
1392,50,M,16,55113
1393,35,F,9,30338
1394,18,F,4,53715
1395,35,M,12,97333
1396,18,M,17,92595
1397,25,M,17,20194
1398,56,M,1,48104
1399,25,M,12,94115
1400,35,M,1,90048
1401,45,M,17,90620
1402,25,M,17,28262
1403,18,M,20,80218
1404,18,F,4,1609
1405,35,M,1,80687
1406,25,M,12,55303
1407,45,M,13,52761
1408,18,M,4,34567
1409,18,M,4,22903
1410,25,M,7,2150
1411,25,F,4,55113
1412,25,F,0,94063
1413,25,M,1,55116
1414,35,M,1,94518
1415,35,M,16,66046
1416,35,M,20,90291
1417,50,M,16,63131
1418,45,M,1,43210
1419,25,M,4,55455
1420,50,M,6,13210
1421,25,M,12,94118
1422,25,M,20,55408
1423,56,M,0,37922
1424,50,M,7,19072
1425,45,F,20,37919-4204
1426,18,M,4,55427
1427,56,F,2,95448
1428,50,F,7,90291
1429,25,M,5,55126
1430,50,M,17,55113
1431,35,M,20,55121
1432,25,M,16,11576
1433,25,M,12,91910
1434,45,M,7,55555
1435,25,M,12,90712
1436,18,F,14,48126
1437,18,F,4,60625
1438,25,M,17,94404
1439,35,M,16,11229
1440,18,M,0,80302
1441,25,M,16,22112
1442,25,M,12,94112
1443,35,M,0,85310
1444,35,M,17,49015
1445,45,M,16,55076
1446,25,M,20,75801
1447,18,M,18,55113
1448,25,M,7,55436
1449,18,M,19,98126
1450,35,M,14,60538
1451,25,F,1,68503
1452,25,F,14,55343
1453,18,F,12,29708
1454,25,M,20,55105
1455,25,F,7,22304
1456,18,M,17,22304
1457,35,F,7,55116
1458,1,F,0,95404
1459,35,M,11,75229
1460,25,F,14,94115
1461,18,M,4,55455
1462,25,M,2,92024
1463,18,M,4,55455
1464,25,M,1,54601
1465,25,M,0,48162
1466,45,M,16,1982
1467,45,M,18,60482
1468,35,F,1,98126
1469,1,M,19,48323
1470,18,M,4,61820
1471,25,M,6,68131
1472,50,M,7,19118
1473,50,F,6,75605
1474,35,F,0,94117
1475,25,M,17,94401
1476,25,M,0,10003
1477,50,M,13,94706
1478,25,F,0,11801
1479,25,F,12,97119
1480,25,F,20,75226
1481,35,M,12,55110
1482,25,F,20,94591
1483,35,M,7,19406
1484,25,M,12,17067
1485,18,M,4,1375
1486,45,F,9,43147
1487,18,M,0,80203
1488,18,F,17,97070
1489,50,M,5,89432
1490,18,M,2,97211
1491,18,F,4,19010
1492,25,M,7,78664
1493,25,M,0,55414
1494,25,M,3,55421
1495,18,F,0,55414
1496,25,M,12,92130
1497,25,M,3,60660
1498,50,M,16,90027
1499,35,M,18,55448
1500,35,M,14,63304
1501,25,M,2,17003
1502,50,F,2,22207
1503,18,F,4,2138
1504,56,M,13,90740
1505,56,F,1,55105
1506,35,M,7,38555
1507,18,M,4,961
1508,25,M,7,8550
1509,25,M,5,55057
1510,56,F,13,55104
1511,18,F,2,72701
1512,18,M,10,92704
1513,35,M,6,99516
1514,50,M,17,78666
1515,56,M,13,54720
1516,18,M,4,31602
1517,45,M,7,55115
1518,35,M,17,55106
1519,18,F,4,2138
1520,50,F,3,55112
1521,1,M,10,94501
1522,35,M,12,80401
1523,18,M,0,63011
1524,25,M,4,22903
1525,18,M,4,54703
1526,1,M,10,19343
1527,56,F,2,55113
1528,35,M,18,55434
1529,18,M,19,80205
1530,50,M,7,80207
1531,25,F,3,28001
1532,56,F,13,92119
1533,18,M,12,55076
1534,35,F,4,19104
1535,25,M,14,15241
1536,25,F,0,55110
1537,35,M,14,75034
1538,18,M,4,60115
1539,50,M,11,7043
1540,25,M,12,94114
1541,56,F,1,55305
1542,35,M,0,98136
1543,50,M,7,55110
1544,35,F,7,92625
1545,45,M,20,8035
1546,35,M,1,55117
1547,25,F,5,10021
1548,18,M,0,98103
1549,35,M,17,28208
1550,56,F,1,20815
1551,25,M,17,55128
1552,18,M,4,2141
1553,25,M,4,55405
1554,18,M,10,55419
1555,35,F,1,46815
1556,35,M,1,55110
1557,50,M,12,55421
1558,25,F,7,78757
1559,35,F,14,55346
1560,25,F,2,55347
1561,25,M,0,55408
1562,25,M,17,55418
1563,25,M,1,56187
1564,35,F,1,54822
1565,18,F,0,55105
1566,35,M,0,55105
1567,25,F,0,10021
1568,35,M,17,89015
1569,25,M,11,55075
1570,25,M,12,27514
1571,25,M,6,68128
1572,18,M,5,55104
1573,25,M,2,55125
1574,25,M,17,92126
1575,35,M,17,55402
1576,18,M,0,55013
1577,35,M,17,22124
1578,18,M,0,55129
1579,18,F,3,55422
1580,35,F,6,55128
1581,18,M,12,55122
1582,45,M,14,55076
1583,25,F,1,55417
1584,18,M,17,89503
1585,25,M,11,55409
1586,25,M,0,55317
1587,25,F,3,54016
1588,25,F,0,50613
1589,45,F,3,55125
1590,18,M,4,55455
1591,35,M,12,55104
1592,35,M,17,55030
1593,18,F,4,55455
1594,18,M,0,54901
1595,18,F,10,55306
1596,45,M,16,55306
1597,25,M,7,55125
1598,18,M,17,99205
1599,50,M,6,55115
1600,45,F,3,98155
1601,18,M,4,43023
1602,56,M,1,32940
1603,35,M,1,55127
1604,56,M,0,55108
1605,45,M,12,55117
1606,50,F,0,55042
1607,18,F,4,97339
1608,50,M,17,55117
1609,45,F,11,55105
1610,25,M,17,80123
1611,45,M,1,24523
1612,25,M,7,85037
1613,50,M,7,55075
1614,18,F,4,55105
1615,35,F,2,55113
1616,50,M,16,55405-2546
1617,45,M,18,55313
1618,25,M,7,55105
1619,18,M,19,94523
1620,35,F,3,55075
1621,25,M,5,55405
1622,18,F,4,55455
1623,1,F,10,55082
1624,35,M,1,95003
1625,35,M,6,55122
1626,35,M,7,8904
1627,25,M,20,95380
1628,35,M,0,55127
1629,1,F,10,55068
1630,25,M,0,55119
1631,45,F,0,10022
1632,35,M,0,55418
1633,25,F,2,55421
1634,18,F,4,77581
1635,35,M,14,55410
1636,25,F,1,55108
1637,25,M,12,55042
1638,56,M,7,55042
1639,35,F,0,17870
1640,50,M,7,55016
1641,1,F,10,55104
1642,18,M,12,55105
1643,1,M,10,55345
1644,56,M,0,91367
1645,18,M,10,55421
1646,25,M,12,55107
1647,18,M,4,55455
1648,18,M,4,56043
1649,25,M,12,55112
1650,25,F,17,55412
1651,25,M,2,55372
1652,35,M,11,73120
1653,35,M,17,37815
1654,25,M,12,55418
1655,35,M,6,55126
1656,25,M,16,55103-1006
1657,18,M,12,55109
1658,35,F,14,80525
1659,45,F,4,15232
1660,35,M,0,55379
1661,25,F,14,55408
1662,25,M,1,55406
1663,56,M,7,55105
1664,25,M,12,55124
1665,50,M,7,55105
1666,18,M,0,91320
1667,45,M,8,21559
1668,25,M,7,22314
1669,45,M,17,94806
1670,25,F,2,11201
1671,35,F,6,44303
1672,1,M,10,45241
1673,25,M,12,92688
1674,25,M,15,55902
1675,25,F,0,7026
1676,25,M,2,10019
1677,25,M,0,95136
1678,25,M,7,94301
1679,25,M,2,55103
1680,35,F,16,96860
1681,25,M,20,1267
1682,35,M,6,95370
1683,35,M,12,8902
1684,45,M,14,7704
1685,35,M,20,55108
1686,56,M,16,95407
1687,35,M,12,94538
1688,18,F,4,5849574
1689,18,M,1,15213
1690,18,M,4,78705
1691,35,M,17,1890
1692,25,F,0,37211
1693,35,M,12,76109
1694,35,M,20,55116
1695,35,F,9,13066
1696,50,M,18,23456
1697,45,F,15,20910
1698,25,F,9,37221
1699,25,M,2,94131
1700,25,M,12,94086
1701,18,M,4,53213
1702,35,M,11,98443
1703,45,M,15,81335
1704,56,M,1,30030
1705,18,M,4,94118
1706,25,F,7,60422
1707,25,M,4,53703
1708,18,F,14,64060
1709,35,M,20,48083
1710,45,M,1,49419
1711,25,M,16,45242
1712,35,M,20,52570-9634
1713,50,F,17,19716
1714,25,F,4,95616
1715,25,M,4,33314
1716,50,M,5,95401
1717,18,M,4,61801
1718,35,F,2,98119
1719,35,M,18,74601
1720,25,M,19,90214
1721,35,M,3,13088
1722,35,M,0,2115
1723,50,M,16,91360
1724,50,M,17,32951
1725,35,M,7,20895
1726,18,M,17,90064
1727,50,M,6,6511
1728,25,M,5,32839
1729,35,F,1,82601
1730,1,M,10,8534
1731,50,M,14,73543
1732,18,M,1,53703
1733,25,M,4,22030
1734,25,M,20,10023
1735,35,M,14,53092
1736,56,M,15,94114
1737,18,M,4,13323
1738,18,M,2,90210
1739,35,F,6,98032
1740,25,M,0,76201
1741,35,M,12,80206
1742,18,M,0,92103
1743,56,F,13,60076
1744,25,M,19,93536
1745,35,M,7,95476
1746,25,F,1,1950
1747,1,F,10,49507
1748,18,F,20,6320
1749,25,M,1,53711
1750,50,M,6,53711
1751,56,F,6,14612
1752,25,F,6,32256
1753,45,M,17,32256
1754,18,F,4,44425
1755,25,M,0,43614
1756,25,F,6,72211
1757,25,M,4,77025
1758,25,F,1,80026
1759,1,F,10,49512
1760,35,M,16,92630
1761,25,F,0,33067-1400
1762,25,M,4,10016
1763,50,M,7,95020
1764,35,M,20,10562
1765,56,M,16,48009
1766,35,M,1,90024
1767,45,M,14,55416
1768,25,M,7,94115
1769,25,F,7,92117
1770,18,M,0,13210
1771,18,F,1,94706
1772,25,M,0,74105
1773,18,M,4,93560
1774,1,M,10,90004
1775,25,M,0,92612
1776,35,F,12,44106
1777,1,F,10,48154
1778,50,M,2,97210
1779,35,F,0,20715
1780,35,M,7,8505
1781,35,M,17,28601
1782,45,M,17,7649
1783,35,M,12,94107
1784,35,M,7,77040
1785,18,M,20,92055
1786,45,F,16,92106
1787,35,M,12,97132
1788,25,M,1,24060
1789,25,M,20,93704
1790,25,F,4,96817
1791,50,M,0,94043
1792,25,M,12,3110
1793,25,M,6,77584
1794,25,M,6,92014
1795,35,F,14,92673
1796,25,F,0,83355
1797,18,M,4,47406
1798,35,F,1,78155
1799,35,M,7,19518
1800,25,M,2,23188
1801,35,M,20,11215
1802,35,M,12,85224
1803,25,F,2,92629
1804,18,M,4,42101
1805,18,M,20,12222
1806,45,M,1,13114
1807,50,M,7,75023
1808,56,M,13,92660
1809,18,M,10,78230
1810,25,M,17,22042
1811,25,F,7,14136
1812,25,F,0,10021
1813,25,F,0,28134
1814,18,M,4,99163
1815,25,F,7,12345
1816,18,M,2,13317
1817,18,F,0,8540
1818,18,M,10,98058
1819,25,F,0,61801
1820,25,F,3,22042
1821,25,M,17,30307
1822,56,M,13,13407
1823,25,M,12,30303
1824,45,M,0,97214
1825,35,M,7,46845
1826,35,F,20,94598
1827,25,M,11,95125
1828,25,M,20,2048
1829,25,M,6,48108
1830,50,M,16,49277
1831,25,M,17,74467
1832,50,M,2,94122
1833,25,M,11,60611
1834,35,M,16,29681
1835,25,F,3,92627
1836,25,M,12,37013
1837,35,M,7,30501
1838,18,F,1,4240
1839,25,M,4,27510
1840,25,M,4,27514
1841,25,M,4,27510
1842,18,M,4,27514
1843,25,M,4,27514
1844,35,M,17,23602
1845,35,F,20,10013
1846,25,M,12,90717
1847,50,F,0,48103
1848,18,M,2,90211
1849,18,M,0,94044
1850,25,M,20,72701
1851,35,M,7,90808
1852,25,M,12,97401
1853,18,M,4,76401
1854,25,M,6,92111
1855,50,F,6,97330
1856,50,M,17,14650
1857,25,F,0,60622
1858,35,M,12,94530
1859,18,M,10,11235
1860,35,F,8,85712
1861,25,M,4,48065
1862,56,F,1,44074
1863,25,M,20,87103
1864,35,M,20,78664
1865,25,M,17,91776
1866,25,M,0,37042
1867,18,M,0,92647
1868,35,M,7,79912
1869,35,M,17,77566
1870,35,M,12,95051
1871,18,F,4,68154
1872,25,M,20,90027
1873,45,M,3,55410
1874,18,M,0,55129
1875,25,M,11,90211
1876,1,M,0,75070
1877,25,M,17,27519
1878,25,M,12,98027
1879,25,M,12,55106
1880,50,M,13,90266
1881,25,F,9,77449
1882,25,M,6,11598
1883,35,M,12,85284
1884,25,M,20,20009
1885,25,M,0,10580
1886,25,M,15,12203
1887,25,M,7,7030
1888,56,M,1,39532
1889,35,M,16,30034
1890,25,M,7,90078
1891,25,M,14,24551
1892,25,M,5,44095
1893,45,M,0,92108
1894,25,M,17,77007
1895,18,M,0,54758
1896,35,F,6,90035
1897,25,F,20,95776
1898,18,M,4,98606
1899,25,M,0,60098
1900,25,F,17,97201
1901,18,M,20,85296
1902,56,F,3,89156
1903,35,M,0,90064
1904,25,M,0,90046
1905,18,M,10,2882
1906,1,M,10,63041
1907,18,M,7,99945
1908,45,M,7,92831
1909,25,F,7,95128
1910,25,F,9,48103
1911,18,M,17,88076
1912,50,F,1,75087
1913,45,M,17,2421
1914,25,M,17,75146
1915,56,M,6,19027
1916,18,M,12,89118
1917,1,M,17,56258
1918,18,M,17,32694
1919,18,M,4,95076
1920,25,M,0,60156
1921,35,M,0,34990
1922,56,M,1,28223
1923,25,M,2,60102
1924,25,M,0,37601
1925,18,M,19,29307
1926,25,M,7,85226
1927,18,M,0,11040
1928,18,M,1,67212
1929,25,M,0,55987
1930,25,M,17,45694
1931,35,F,14,37043
1932,25,M,17,1002
1933,50,M,20,10543
1934,50,F,7,20175
1935,25,F,20,48464
1936,35,F,12,72032
1937,25,M,16,22801
1938,25,F,5,98498
1939,50,M,14,85202
1940,25,M,20,90032
1941,35,M,12,37211
1942,18,M,4,67217
1943,25,M,6,37930
1944,25,M,17,70508
1945,25,M,12,98006
1946,25,M,7,50310
1947,50,M,17,96753
1948,18,M,4,89015
1949,18,M,4,70002
1950,25,M,4,37130
1951,18,F,4,92612
1952,18,M,4,41076
1953,45,M,1,85721
1954,18,M,4,7030
1955,18,M,4,60107
1956,35,M,0,91006
1957,56,F,0,19004
1958,35,M,7,60611
1959,35,M,7,78759
1960,18,M,2,14456
1961,50,M,0,10573
1962,25,M,7,49321
1963,25,M,16,13090
1964,35,F,1,80210
1965,18,M,4,70817
1966,35,M,7,60657
1967,1,F,10,681
1968,18,F,0,55102
1969,45,M,17,27502
1970,35,M,1,50677
1971,25,M,15,62558
1972,45,F,0,20874
1973,45,M,20,10024
1974,50,M,15,7746
1975,18,M,2,19464
1976,35,M,7,46825
1977,35,F,12,78640
1978,25,F,1,60551
1979,35,M,0,60640
1980,56,M,0,94952
1981,25,M,11,10023
1982,56,M,7,8540
1983,25,M,0,92121
1984,18,M,4,6430
1985,25,F,16,44092
1986,50,F,14,92119
1987,18,F,0,20009
1988,25,M,1,72701
1989,25,F,7,80228
1990,25,M,3,75006
1991,18,M,4,75287
1992,25,F,2,91351
1993,25,M,5,92105
1994,25,M,17,55447
1995,35,M,17,11701
1996,35,M,14,10013
1997,25,M,12,10128
1998,18,M,0,78237
1999,25,M,7,37027
2000,25,M,12,44060
2001,25,M,7,62522
2002,35,M,2,92821
2003,35,M,1,91711
2004,1,M,10,8820
2005,45,M,12,95814
2006,50,M,17,01702-7224
2007,56,F,16,55345
2008,25,F,1,2144
2009,1,M,10,94707
2010,25,M,0,90631
2011,1,M,10,76013
2012,56,M,13,92115
2013,25,M,4,43202
2014,1,F,10,8820
2015,25,F,4,2138
2016,35,M,16,19803
2017,56,M,6,62707
2018,25,M,2,60123
2019,35,M,17,94114
2020,18,M,2,1720
2021,25,M,7,77099
2022,25,M,2,22903
2023,35,M,0,48105
2024,56,F,0,14830
2025,45,F,1,33301
2026,25,F,6,97116
2027,25,M,1,80202
2028,1,F,0,90210
2029,35,M,0,76031
2030,50,F,6,85016
2031,25,M,14,98101
2032,35,F,2,91324
2033,18,M,15,94015
2034,50,M,1,34683
2035,18,M,4,92173
2036,25,M,7,77005
2037,56,F,13,90066
2038,56,F,0,92027
2039,45,F,1,13088
2040,56,M,13,75165
2041,50,F,7,94941
2042,56,F,6,77018
2043,56,M,0,45432
2044,45,F,12,28655
2045,1,M,10,71106
2046,18,F,14,84101
2047,18,M,4,84112-2004
2048,50,F,1,92103
2049,45,F,6,92117
2050,35,F,1,92056
2051,50,M,6,92117
2052,18,M,4,40205
2053,25,M,7,94132
2054,25,M,7,72762
2055,25,F,1,92084
2056,50,M,0,43617
2057,50,M,17,98642
2058,25,M,7,37212
2059,18,M,4,98117
2060,35,F,3,48073
2061,56,F,16,98199
2062,35,M,0,14228
2063,45,M,20,10019
2064,25,F,20,20110-5616
2065,56,F,1,6032
2066,1,M,10,49544
2067,35,F,6,97838
2068,45,M,1,49419
2069,18,M,4,2139
2070,1,M,10,92846
2071,56,M,17,23464-3016
2072,1,M,10,76240
2073,25,M,17,95035
2074,25,F,1,1060
2075,50,F,6,85716
2076,18,M,20,45387
2077,45,F,11,40204
2078,35,M,0,91505
2079,45,M,7,49345
2080,56,M,13,13123
2081,35,M,7,48103-8929
2082,18,M,0,21015
2083,18,M,2,29118
2084,56,M,16,97478
2085,35,M,7,21044
2086,45,M,2,10009
2087,25,F,0,21030
2088,45,F,1,92100
2089,35,M,1,55104
2090,35,F,7,80122
2091,35,M,2,48116
2092,56,M,7,10954
2093,1,M,10,45244
2094,18,M,2,90038
2095,35,F,2,60201
2096,56,M,17,80538
2097,18,M,2,92109
2098,18,M,10,10016
2099,25,M,7,94123
2100,18,F,0,43615
2101,56,M,2,92262
2102,50,M,12,94530
2103,18,M,4,13655
2104,25,M,12,43615
2105,25,M,1,97405
2106,18,M,4,20037
2107,25,F,11,19103
2108,25,M,2,80110
2109,18,M,0,19116
2110,18,M,4,95616
2111,45,M,1,2138
2112,35,M,19,94930
2113,25,M,12,4106
2114,35,M,14,89113
2115,25,M,7,92109
2116,1,M,10,75040
2117,35,M,18,85275
2118,25,F,9,92064
2119,1,F,10,61665
2120,25,F,16,99224
2121,25,M,4,98115
2122,25,M,4,32608
2123,18,F,4,96803
2124,50,M,0,20706
2125,25,M,7,94904
2126,50,M,13,77459
2127,35,F,3,2780
2128,35,F,1,30004
2129,50,M,19,59457
2130,25,M,4,99217
2131,25,M,3,95136
2132,50,F,20,11217
2133,25,F,6,90027
2134,25,M,2,19320
2135,25,M,15,46805
2136,18,M,4,53220
2137,50,M,12,1960
2138,35,M,3,77064
2139,50,M,7,48315
2140,35,M,0,52162
2141,25,M,8,92115
2142,50,M,0,90803
2143,50,M,16,98516
2144,56,M,13,2576
2145,45,F,17,3054
2146,35,M,0,30906
2147,56,M,16,60044
2148,50,M,16,13045
2149,25,M,3,918
2150,56,M,13,92675
2151,35,F,1,74135
2152,18,M,4,77005
2153,25,M,16,34677
2154,45,F,7,3848
2155,1,F,10,495321
2156,25,M,7,97303
2157,50,M,16,19425
2158,56,F,6,8753
2159,35,M,14,60657
2160,50,M,7,10805
2161,1,M,19,3226
2162,18,M,2,15956
2163,35,M,7,28036
2164,25,M,7,48188
2165,56,F,15,20194
2166,1,M,10,98043-3621
2167,45,M,7,2081
2168,25,M,11,76309
2169,25,M,7,32836
2170,35,F,1,2346
2171,25,M,0,61364
2172,35,M,5,92801
2173,25,F,19,60612
2174,56,M,18,53404-1230
2175,1,F,10,77477
2176,18,M,0,62225
2177,45,M,14,95002
2178,25,M,2,98102
2179,35,F,7,90274
2180,35,F,2,75214
2181,35,M,0,18360
2182,56,M,13,95129
2183,45,M,0,12065
2184,1,M,0,48133
2185,45,M,17,73069
2186,35,M,0,91505
2187,18,M,4,68144-2410
2188,18,M,6,19104
2189,25,F,0,94402
2190,45,M,12,2151
2191,50,F,16,44319
2192,25,M,20,98105
2193,56,M,7,8854
2194,35,F,7,7601
2195,18,F,6,92122
2196,45,F,2,20036
2197,25,M,7,34695
2198,45,F,9,95661
2199,18,F,16,80260
2200,45,M,7,48170
2201,25,F,3,27606
2202,25,F,6,60660
2203,1,M,10,80439
2204,25,F,0,94109
2205,18,M,17,92109
2206,56,M,0,27705
2207,25,M,7,94105
2208,35,M,6,37853
2209,18,F,0,92626
2210,18,M,5,345567
2211,50,M,14,60504
2212,25,M,0,60090
2213,25,M,12,83815
2214,25,M,17,77059
2215,18,M,20,43611
2216,35,M,7,94945
2217,50,M,13,2718
2218,25,M,2,90292
2219,18,M,1,55408
2220,45,F,7,60605
2221,25,M,11,92335
2222,25,M,12,60515
2223,1,M,10,81301
2224,35,M,11,10023
2225,35,M,20,27607
2226,18,M,4,90241
2227,56,F,6,77005
2228,56,M,1,93003
2229,35,M,1,90504
2230,18,F,9,75801
2231,25,M,15,92121
2232,45,M,17,45255
2233,56,M,14,2632
2234,50,M,0,91789
2235,35,M,17,22309
2236,50,M,7,92116
2237,56,M,16,13031
2238,18,M,20,61801
2239,25,F,16,28120
2240,56,M,13,12570
2241,35,F,7,60625
2242,18,M,12,98225
2243,35,F,19,92867
2244,18,M,20,19114
2245,25,M,19,11501
2246,50,M,13,98201
2247,45,F,2,73069
2248,18,M,12,12047
2249,50,F,0,94521
2250,50,M,1,91403
2251,50,M,1,95070
2252,25,M,7,94025
2253,45,M,20,10021
2254,50,M,7,94024
2255,50,M,3,92103
2256,25,M,20,98101
2257,18,M,4,30328
2258,56,M,2,8825
2259,35,M,17,92618
2260,56,M,6,94030
2261,1,M,10,90405
2262,50,M,1,91030
2263,50,M,5,10128
2264,45,F,1,32750
2265,25,M,12,90278
2266,18,M,10,33024
2267,1,F,10,53545
2268,35,M,7,8234
2269,45,M,7,30253
2270,25,M,16,48324
2271,35,F,1,98026
2272,35,M,7,55124
2273,50,F,2,33334
2274,18,M,0,48314
2275,25,M,14,97203
2276,35,F,0,97213
2277,50,F,1,55126
2278,56,M,3,10023
2279,1,M,10,70448
2280,25,M,0,10025
2281,1,M,10,75082
2282,25,M,20,94402
2283,35,M,15,20723
2284,35,F,2,11218
2285,45,M,12,94114
2286,56,M,1,44256
2287,18,F,16,91780
2288,25,F,17,1453
2289,25,F,2,90020
2290,56,M,0,48186
2291,1,M,0,97222
2292,25,F,4,92354
2293,56,M,2,90680
2294,50,F,20,95503
2295,35,M,6,33615
2296,35,M,19,94598
2297,25,M,4,33157
2298,35,F,1,97374
2299,25,M,1,75230
2300,35,F,0,98117
2301,45,M,7,72212
2302,45,M,0,98031
2303,25,M,0,85712
2304,18,F,14,22203
2305,50,F,2,60657
2306,35,M,1,44077
2307,25,M,7,95076
2308,56,F,0,46814
2309,35,M,7,94127
2310,50,F,7,33764
2311,25,M,2,10040
2312,18,M,0,19134
2313,56,M,13,94558
2314,25,M,0,12590
2315,25,M,12,21401
2316,50,F,1,60089
2317,18,M,4,91006
2318,25,M,14,2148
2319,18,F,14,2144
2320,25,F,0,80027
2321,35,M,2,60061
2322,25,M,0,60611
2323,35,M,17,77096
2324,18,M,4,22401
2325,35,F,9,6830
2326,25,F,4,48219
2327,18,F,4,43235
2328,18,M,20,7087
2329,18,F,4,92805
2330,45,F,20,94519
2331,18,M,4,94608
2332,25,M,8,50309
2333,35,F,20,11215
2334,25,F,7,94043
2335,18,M,4,32720
2336,25,F,1,48316
2337,25,F,20,50111
2338,25,M,17,80461
2339,35,M,0,92649
2340,56,M,20,92315
2341,35,M,2,94587
2342,50,M,7,26501
2343,18,M,14,43613
2344,18,F,4,22904
2345,35,F,20,76205
2346,25,M,17,94110
2347,18,M,20,49506
2348,18,F,1,2144
2349,25,M,4,22903
2350,45,M,7,20879
2351,35,M,7,2020010
2352,25,M,4,56301
2353,18,M,17,7030
2354,45,F,6,54401
2355,35,M,2,19123
2356,56,F,13,1234
2357,25,M,6,12230
2358,45,M,0,4330
2359,50,M,17,39567
2360,35,M,17,94041
2361,18,F,4,85033
2362,18,F,4,34243
2363,18,F,0,6360
2364,18,F,4,98052
2365,18,M,19,67218
2366,18,F,1,94607
2367,25,M,19,97209
2368,18,M,4,32607
2369,50,M,1,98541
2370,35,M,17,92630
2371,45,M,6,78750
2372,25,M,5,60074
2373,1,M,10,97201
2374,18,M,10,90274
2375,25,M,14,2038
2376,35,F,6,90036
2377,1,M,0,75244
2378,56,M,0,94043
2379,35,M,16,50317
2380,18,M,4,93004
2381,25,M,12,10014
2382,18,M,0,75149
2383,45,M,20,94121
2384,56,M,13,75703
2385,25,M,14,60153
2386,25,M,14,76051
2387,1,M,10,99203
2388,18,M,4,11010
2389,45,M,0,92866
2390,25,F,17,85301
2391,18,M,4,43214
2392,25,F,14,34639
2393,50,M,2,50310
2394,25,F,3,98626
2395,18,M,16,94014
2396,25,M,4,22030
2397,1,M,10,89509
2398,25,F,2,75070
2399,25,F,0,98115
2400,56,M,1,95117
