Movie_ID_Alias,Movie_Genres,Movie_ReleaseYear
1059,Horror,1999
1060,Drama|Romance,1995
1061,Action|Adventure|Western,1995
1062,Comedy,1995
1063,Drama|Musical,1997
1064,Drama|Mystery|Romance,1993
1065,Drama,1996
1066,Comedy,1994
1067,,-
1068,Crime|Drama,1998
1069,Comedy,1997
1070,Comedy,1993
1071,Drama,1995
1072,Drama,1997
1073,Horror,1992
1074,,-
1075,Drama,1999
1076,Western,1994
1077,Action|Adventure,1996
1078,Drama,1999
1079,Drama,1994
1080,Drama|Romance,1999
1081,Adventure|Drama,1994
1082,Drama,1996
1083,Drama|Romance,1995
1084,Drama,1998
1085,Drama,1995
1086,Comedy|Drama|Romance,1995
1087,Drama,1993
1088,Drama|Romance,1991
1089,Drama,1998
1090,Children's|Comedy,1996
1091,Drama|Horror,1994
1092,Crime|Drama|Thriller,1995
1093,Drama|Romance,1997
1094,Drama|Romance,1996
1095,,-
1096,Romance,1997
1097,Comedy|Drama|Romance,1998
1098,Drama,1998
1099,Drama,1995
1100,Drama,1995
1101,Drama|War,1995
1102,Drama,1996
1103,Drama|Romance,1992
1104,Drama,1996
1105,,-
1106,Action|Drama,1991
1107,Drama,1999
1108,Drama|Romance,1995
1109,Drama|Romance,1997
1110,Adventure|Children's,1996
1111,Drama,1996
1112,Drama,1996
1113,Comedy,1995
1114,Adventure|Comedy|Sci-Fi,1999
1115,Sci-Fi|Thriller,1997
1116,,-
1117,Drama,1995
1118,Drama,1990
1119,Drama,1999
1120,Drama,1996
1121,Drama,1998
1122,Thriller,1997
1123,Drama|Thriller,1993
1124,Drama,1993
1125,Drama,1993
1126,Drama,1999
1127,Drama,1993
1128,Drama,1992
1129,Adventure|Children's|Comedy,1998
1130,Drama,1998
1131,Romance,1995
1132,Drama,1993
1133,Drama|Romance,1998
1134,Drama,1990
1135,Drama,1993
1136,Drama,1996
1137,Mystery,1996
1138,Drama,1998
1139,Drama,1998
1140,Animation|Children's,1999
1141,Horror,1995
1142,Drama,1995
1143,Documentary,1996
1144,,-
1145,Drama,1990
1146,Comedy|Drama,2000
1147,Thriller,2000
1148,Horror|Sci-Fi|Thriller,2000
1149,,-
1150,Horror|Mystery|Thriller,2000
1151,Comedy|Horror|Thriller,2000
1152,Comedy|Drama,2000
1153,Action,2000
1154,Drama|Romance,2000
1155,Drama|Musical,2000
1156,Comedy|Drama,2000
1157,Drama,1990
1158,Drama|Romance,1955
1159,Action|Adventure|Sci-Fi,1976
1160,Action|Crime|Drama,1995
1161,Drama,1963
1162,Drama,1992
1163,Drama,1996
1164,Adventure|Comedy,1987
1165,Comedy|Romance,1992
1166,,-
1167,Drama|Thriller,1996
1168,Action|Comedy|War,1993
1169,Comedy|Musical,1982
1170,Comedy,1986
1171,Comedy,1963
1172,Children's|Comedy|Musical,1964
1173,Animation|Children's|Comedy|Musical|Romance,1955
1174,Action|Horror,1978
1175,Action,1974
1176,Action,1973
1177,Action,1977
1178,Comedy,1999
1179,Comedy,2000
1180,Comedy|Romance|Sci-Fi,1998
1181,Drama,1984
1182,Adventure|Children's,1994
1183,Drama,1959
1184,Musical|Romance,1964
1185,Drama|War,2000
1186,Drama|Musical,1993
1187,Action|Adventure|Sci-Fi,1999
1188,Drama|Romance,1999
1189,Drama|Thriller,1997
1190,Drama,1998
1191,Sci-Fi|Thriller,1999
1192,Animation|Children's|Comedy,2000
1193,Drama,1999
1194,Comedy,1991
1195,Drama|Romance,2000
1196,Comedy,2000
1197,Comedy|Drama,2000
1198,Comedy,2000
1199,Drama|Thriller,2000
1200,Adventure|Sci-Fi,2000
1201,Drama|War,1937
1202,Drama,1989
1203,Horror,1980
1204,Horror,1981
1205,,-
1206,,-
1207,,-
1208,,-
1209,,-
1210,,-
1211,Drama,1986
1212,Drama,1997
1213,Drama,1994
1214,Horror,1988
1215,Comedy,1978
1216,Comedy|Romance,1986
1217,Comedy,1997
1218,Comedy|Drama|Romance,1992
1219,Drama,1975
1220,Comedy,1987
1221,Crime|Drama,1997
1222,Crime,2000
1223,Action|Comedy,1979
1224,Drama,1997
1225,Crime|Film-Noir|Mystery|Thriller,1995
1226,Action|Adventure|Sci-Fi,1991
1227,Drama,1995
1228,Drama,2000
1229,Action|Crime|Drama,1993
1230,Comedy,1996
1231,,-
1232,Comedy|Romance,1997
1233,Drama,1945
1234,Drama|Western,1963
1235,Western,1952
1236,Action|Adventure|Thriller,1995
1237,Action,1964
1238,Action,1962
1239,Comedy,1974
1240,Comedy|Fantasy,1999
1241,Crime|Drama,1990
1242,Drama,1967
1243,Crime|Drama,1997
1244,Drama,1997
1245,Drama,1970
1246,,-
1247,Drama|Romance,1996
1248,Action|Thriller,1989
1249,Action,1989
1250,Drama,2000
1251,Drama,2000
1252,Comedy,2000
1253,Drama,1994
1254,Drama,1999
1255,Crime|Drama,1996
1256,Drama,1998
1257,Action|Adventure,1962
1258,Drama,1975
1259,Drama,1947
1260,Crime,1997
1261,Crime|Film-Noir,1950
1262,Children's|Comedy,1996
1263,Comedy|Documentary,2000
1264,Drama,1963
1265,Drama,1980
1266,Crime|Thriller,1937
1267,Comedy,1997
1268,Comedy|Romance,1999
1269,Comedy,1994
1270,Film-Noir,1955
1271,Crime|Film-Noir|Thriller,1958
1272,Crime|Drama|Film-Noir,1990
1273,Comedy,2000
1274,Drama,1997
1275,Action|Comedy|Crime|Drama,1998
1276,Drama,1996
1277,Drama,1987
1278,Crime|Film-Noir,1956
1279,Comedy,1994
1280,Comedy,1995
1281,Comedy|Horror,1992
1282,,-
1283,Drama,1999
1284,Horror|Sci-Fi,1955
1285,Horror,1974
1286,Comedy|Horror,1999
1287,,-
1288,Horror,1995
1289,Horror,1997
1290,Horror,1974
1291,Comedy|Crime|Horror,1994
1292,Horror,2000
1293,Horror|Thriller,1995
1294,Horror,1954
1295,Horror,1978
1296,Drama|Romance,1994
1297,Documentary,1998
1298,Documentary,1957
1299,Animation|Children's,1970
1300,Drama,1957
1301,Crime|Drama,1993
1302,Action|Sci-Fi|Thriller,1996
1303,Action|Adventure|Thriller,1997
1304,Adventure|Animation|Film-Noir,1988
1305,Drama,1993
1306,Animation|Comedy,1992
1307,Drama,1984
1308,Comedy|Drama,1986
1309,Drama,1982
1310,Animation|Comedy,1990
1311,Animation|Comedy|Thriller,1995
1312,Drama,1999
1313,Crime|Mystery,1999
1314,Drama,2000
1315,Children's|Comedy,1997
1316,Animation|Children's|Musical,1991
1317,Adventure|Western,1969
1318,Children's|Comedy,1963
1319,Comedy|Drama|Romance,1985
1320,Drama,1991
1321,Comedy,1967
1322,Comedy,1993
1323,Drama,1961
1324,Comedy|Romance,1994
1325,Drama,1997
1326,Drama,1955
1327,Action|Adventure|Fantasy,1984
1328,,-
1329,Children's|Drama|Fantasy,1996
1330,Animation|Children's|Fantasy|War,1998
1331,Adventure|Animation|Children's|Comedy|Fantasy,1996
1332,Drama|War,1957
1333,Action|Drama,1974
1334,Documentary,1992
1335,Documentary,1997
1336,Comedy,1995
1337,Action|Comedy,1993
1338,Comedy,1996
1339,Comedy|Drama,1996
1340,Comedy,1985
1341,Comedy,1988
1342,Comedy,1983
1343,Comedy|Drama,1997
1344,Comedy,1986
1345,Comedy|Drama,1994
1346,Comedy|Drama,1991
1347,Action|Adventure|Sci-Fi|War,1997
1348,Action|Adventure|Fantasy,1958
1349,Horror|Thriller,1962
1350,Drama,1962
1351,Drama,1995
1352,Comedy,1996
1353,Action,1969
1354,Musical,1962
1355,Comedy|Musical,1953
1356,Drama|Thriller,1979
1357,Crime|Drama|Romance|Thriller,1996
1358,Comedy,1983
1359,Comedy|Drama|Romance,1986
1360,Comedy|Romance,1986
1361,Comedy,1980
1362,Comedy|Drama,1988
1363,Comedy|Drama,1984
1364,Thriller,1985
1365,Drama,1981
1366,Horror|Thriller,1982
1367,Horror,1981
1368,Comedy|Drama,1985
1369,Thriller,1987
1370,Drama,1980
1371,Drama,1980
1372,Comedy|Drama,1983
1373,Drama,1982
1374,Musical,1965
1375,Crime|Drama,1991
1376,Action|Comedy|Crime|Drama,1987
1377,Action,1982
1378,Action|Crime|Drama,1987
1379,Action|Drama|War,1989
1380,Action|Thriller,1993
1381,Drama|Sci-Fi,1951
1382,Drama|Sci-Fi|Thriller,1997
1383,Drama|Romance,1980
1384,Action|Adventure|Drama,1985
1385,Adventure|Children's|Drama,1949
1386,Adventure|Drama|Thriller,1963
1387,Comedy|Drama,1992
1388,Comedy,1996
1389,Drama,2000
1390,Action|Adventure|Horror,1933
1391,Drama|Musical|War,1982
1392,Romance,1996
1393,Comedy,1999
1394,War,1995
1395,Action|Drama|Romance,1990
1396,Drama,1984
1397,Action|Adventure,1938
1398,Action,1974
1399,Drama|Mystery,1998
1400,Musical,1949
1401,Film-Noir|Mystery,1941
1402,Drama,1994
1403,Comedy|Romance,1985
1404,Comedy|Sci-Fi,1973
1405,Drama|Romance|War,1927
1406,Drama|Thriller|War,1944
1407,Film-Noir,1947
1408,Comedy|War,1933
1409,Drama,1998
1410,Mystery,1934
1411,Comedy|Romance,1940
1412,Comedy,1959
1413,Drama,1978
1414,Drama,1969
1415,Drama,1993
1416,Children's|Comedy|Sci-Fi,1992
1417,Comedy,1994
1418,Children's|Musical,1992
1419,Comedy,1980
1420,Drama|Romance,1947
1421,Comedy|Drama|Romance,1979
1422,Comedy|Drama|Romance,1931
1423,Horror,1985
1424,Documentary,1995
1425,,-
1426,Sci-Fi,1951
1427,Comedy|Mystery|Thriller,1944
1428,Film-Noir|Mystery,1946
1429,Drama,1979
1430,Drama,1959
1431,Drama,1934
1432,Horror,1931
1433,Action|Adventure|Comedy|Romance,1984
1434,Drama|Romance,1982
1435,Comedy|Drama|Romance,1987
1436,Comedy|Musical|Romance,1937
1437,Drama|Romance,1989
1438,Drama,1973
1439,Drama|War,1987
1440,Drama,1983
1441,Drama,1964
1442,Musical|Romance,1987
1443,Comedy|Musical,1957
1444,Comedy|Musical,1942
1445,Drama|Musical,1964
1446,Animation|Children's|Musical,1940
1447,Musical|War,1972
1448,Musical,1955
1449,Comedy|Drama|Romance,1985
1450,Drama|Romance,1994
1451,Drama|Romance,1997
1452,Musical|Romance,1951
1453,Romance,1955
1454,Musical|Romance|War,1958
1455,Drama|Romance,1995
1456,Drama|Romance,1992
1457,Drama|Romance|War,1965
1458,Film-Noir|Romance|Thriller,1946
1459,Comedy|Musical|Romance,1935
1460,Drama,1999
1461,Drama,1994
1462,War,1958
1463,Drama,1986
1464,Thriller,1975
1465,Comedy,1996
1466,Comedy,1950
1467,Comedy|Romance,1984
1468,Comedy|Romance,1999
1469,Drama|Romance,1985
1470,Drama|Romance,1983
1471,Comedy|Drama|Romance,1986
1472,Comedy|Romance,1977
1473,Comedy|Fantasy|Romance,1984
1474,Action|Crime|Romance,1998
1475,Drama|Romance,1967
1476,Drama|Romance|War,1939
1477,Drama|War,1970
1478,Drama,1995
1479,Horror|Sci-Fi,1986
1480,Horror|Thriller,1968
1481,Comedy|Drama,1998
1482,Drama,1991
1483,Comedy,1993
1484,Comedy,1997
1485,Comedy|Drama,1994
1486,Horror,1980
1487,Action|Drama,1990
1488,Comedy,1995
1489,Action|Adventure|Comedy,1990
1490,Drama,1997
1491,Comedy,1995
1492,Action|Children's,1994
1493,Drama,1999
1494,Action,1998
1495,Comedy|Drama|Romance,1996
1496,Drama|War,1995
1497,Thriller,1999
1498,Comedy|Sci-Fi,2000
1499,Action|Thriller,1999
1500,Comedy,1999
1501,Action|Thriller,1996
1502,Action|Thriller,2000
1503,Drama,1966
1504,Drama,1995
1505,Action|Drama|Thriller,1998
1506,Action|Comedy|Western,1994
1507,Drama|Mystery,1991
1508,Romance,1998
1509,Adventure|Children's|Drama,1997
1510,Drama,1995
1511,Comedy|Romance,1995
1512,Crime|Thriller,1999
1513,Comedy,1996
1514,Comedy|Drama,1992
1515,Drama|Thriller,1996
1516,Comedy|Drama|Romance,1995
1517,Drama,1998
1518,,-
1519,Drama,1997
1520,Comedy,1996
1521,Comedy,1997
1522,Drama,1986
1523,Drama,1978
1524,Drama,1986
1525,Comedy,1986
1526,Crime|Drama,1973
1527,Drama,1999
1528,Comedy,1940
1529,,-
1530,Drama,1947
1531,Action|Drama|Thriller,2000
1532,Comedy,1996
1533,Comedy|Romance,1995
1534,Comedy,1998
1535,Comedy|Crime,1998
1536,,-
1537,Comedy|Romance,1999
1538,Documentary,1999
1539,Comedy,2000
1540,Comedy,1999
1541,Comedy|Drama,1988
1542,Thriller,1974
1543,Drama,1993
1544,Sci-Fi,1967
1545,Action|Comedy,1998
1546,Horror,1997
1547,Comedy|Crime,1998
1548,Action|Drama,1953
1549,Comedy|Drama,1998
1550,Thriller,1998
1551,Horror|Sci-Fi,1998
1552,Horror|Thriller,1983
1553,Drama|Romance,1998
1554,Comedy|Romance,1995
1555,Comedy,1996
1556,Animation|Children's,1940
1557,Drama,1973
1558,Drama,1970
1559,Action|Thriller|War,1997
1560,Action|Children's|Fantasy,1990
1561,,-
1562,Mystery|Thriller,1997
1563,Comedy|Mystery|Romance,1994
1564,Comedy|Crime|Fantasy,1994
1565,Thriller,1956
1566,Action|Drama,1997
1567,Drama,1998
1568,Horror,1958
1569,Comedy,1997
1570,Comedy|Crime|Thriller,1999
1571,Action|Adventure|Comedy,1986
1572,Action|Adventure,1974
1573,Action|Sci-Fi,1998
1574,Comedy,1989
1575,Action|Sci-Fi,1954
1576,Action|Sci-Fi,1984
1577,Comedy,1996
1578,Adventure|Drama|Romance,1980
1579,Horror,1989
1580,,-
1581,,-
1582,Action|Adventure,1977
1583,Action,1981
1584,,-
1585,Comedy,1989
1586,Comedy|Crime|Thriller,1982
1587,,-
1588,Action|Comedy|Musical,1998
1589,Action|Comedy,1998
1590,Horror|Thriller,1999
1591,Action|Adventure|Crime|Drama,1989
1592,Action|Adventure|Crime,1997
1593,,-
1594,Action|Adventure|Comedy|Crime,1992
1595,Action|Adventure|Comedy|Crime,1995
1596,Action|Adventure,1998
1597,Drama,1998
1598,Drama|Romance,1996
1599,Action,1999
1600,Comedy,1996
1601,Comedy|Drama,2000
1602,Horror|Sci-Fi,1985
1603,Action|Sci-Fi|Thriller,1995
1604,Horror|Sci-Fi,1989
1605,Sci-Fi,1971
1606,Action|Adventure|Sci-Fi,1994
1607,Drama|Mystery,1967
1608,Drama|Mystery|Romance,1994
1609,Comedy|Romance,1957
1610,Comedy|Romance,1999
1611,Crime|Drama,1998
1612,Horror|Sci-Fi,1962
1613,Thriller,1993
1614,Action|War,1986
1615,Action|Adventure,1995
1616,Western,1955
1617,Sci-Fi,1956
1618,Drama,1995
1619,Action|Thriller,1976
1620,Thriller,1990
1621,Drama,1995
1622,,-
1623,Animation|Children's,2000
1624,Action|Thriller,1997
1625,Adventure|Children's|Comedy,1996
1626,Comedy,1997
1627,Horror,1957
1628,Drama|Romance,1993
1629,Drama,1995
1630,Comedy,1931
1631,Drama,1985
1632,Drama,1952
1633,Drama,1981
1634,Action|War,1984
1635,Action|War,1986
1636,Horror,1977
1637,Horror|Mystery|Thriller,1998
1638,Action|Horror,1983
1639,Horror,1961
1640,Horror,1978
1641,,-
1642,Action|Adventure|Horror,1976
1643,Horror,1990
1644,Horror|Sci-Fi,1968
1645,Comedy|Romance,1994
1646,Comedy|Drama,1994
1647,Crime|Drama,1998
1648,Comedy,2000
1649,Drama,1955
1650,Drama,1952
1651,Comedy|Mystery,1993
1652,Drama,1937
1653,Comedy|Drama,1995
1654,Western,1956
1655,Drama|War,1980
1656,Drama,1963
1657,Horror|Sci-Fi,1933
1658,Film-Noir|Mystery|Thriller,1987
1659,Action|Adventure,1985
1660,Horror,1985
1661,Horror|Thriller,1999
1662,Comedy,1999
1663,Comedy|Romance,1940
1664,Adventure|Children's|Comedy,1980
1665,Comedy,1996
1666,,-
1667,Children's|Drama,1950
1668,Comedy|Drama,1958
1669,Horror|Romance,1932
1670,Adventure|Animation|Children's,1939
1671,Action|Comedy,2000
1672,Comedy|Drama,2000
1673,Drama,1992
1674,,-
1675,Children's|Comedy,1994
1676,Drama,1993
1677,Animation|Children's|Comedy|Musical,1992
1678,Comedy,1998
1679,Drama,1995
1680,Comedy|Drama|War,1994
1681,Adventure|Children's,1995
1682,Comedy,1963
1683,Drama,1990
1684,Thriller,1990
1685,Action,1996
1686,Drama,1997
1687,Action|Adventure|Thriller,1994
1688,Comedy|Musical,1945
1689,Drama,1991
1690,Drama,1961
1691,Drama,1996
1692,Horror,1995
1693,Romance,1996
1694,Adventure,1981
1695,Thriller,1998
1696,Documentary,2000
1697,Drama|Romance|Thriller,1997
1698,Comedy,1994
1699,Drama,1996
1700,Comedy|Romance,1954
1701,Comedy|Romance,1994
1702,Drama|War,1925
1703,Mystery|Thriller,1941
1704,Comedy,1940
1705,Comedy|Romance,1941
1706,Drama,1980
1707,Drama,1933
1708,Crime|Thriller,1981
1709,Horror|Sci-Fi|Thriller,1999
1710,Comedy|Drama,1976
1711,Horror,1922
1712,Drama,1956
1713,Comedy,1985
1714,Comedy,1994
1715,Horror|Thriller,1998
1716,Children's|Comedy,1959
1717,Drama,1998
1718,Drama|Romance,1996
1719,Comedy|Horror|Musical,1986
1720,Horror|Sci-Fi,1998
1721,Comedy|Drama,1999
1722,Drama,1999
1723,Drama|Thriller|War,1995
1724,Drama|Thriller,1999
1725,Drama|Thriller,1999
1726,Comedy|Drama,1999
1727,Action|Comedy|Crime|Drama,1992
1728,Children's|Drama,1998
1729,Drama,1999
1730,Adventure|Drama,1996
1731,Comedy|Drama,1997
1732,Comedy|Drama,1998
1733,Drama|Romance,1998
1734,Drama,1998
1735,Drama,1998
1736,Drama,1996
1737,Drama,1990
1738,Drama,1995
1739,Thriller,2000
1740,,-
1741,Action|Crime,2000
1742,Drama|Romance,2000
1743,Drama|Thriller,2000
1744,Drama,2000
1745,Drama,1996
1746,Comedy,1927
1747,Comedy,1985
1748,Documentary,1998
1749,Adventure,1952
1750,Thriller,1946
1751,Drama|Mystery,1975
1752,Children's|Musical,1992
1753,Action|Horror|Sci-Fi,1987
1754,,-
1755,Mystery|Romance|Thriller,1945
1756,Drama,1999
1757,Drama,1998
1758,Thriller,1999
1759,Comedy,1998
1760,Drama,1998
1761,Action|Sci-Fi|Thriller,1999
1762,Drama,1999
1763,Drama,2000
1764,Drama,1998
1765,Thriller,1994
1766,,-
1767,,-
1768,Drama|Romance,1994
1769,Comedy|Horror,1960
1770,Animation|Children's|Comedy|Romance,1995
1771,Action|Children's|Fantasy,1993
1772,Adventure|Fantasy|Romance,1985
1773,Comedy|Romance,2000
1774,Comedy,1999
1775,Action|Adventure|Sci-Fi,1995
1776,Animation|Children's,1977
1777,Children's|Comedy,1998
1778,Adventure|Children's|Comedy|Fantasy,1997
1779,Animation|Children's,1999
1780,Animation|Children's|Drama|Fantasy,1978
1781,Animation|Children's|Comedy|Musical,1967
1782,Animation|Children's,1942
1783,Children's|Drama,1995
1784,Drama|War,1993
1785,Comedy,1991
1786,Comedy,1991
1787,Comedy|Romance,1998
1788,Thriller,1936
1789,Drama,1997
1790,Comedy,1972
1791,Drama,1981
1792,Drama,1971
1793,Comedy,1983
1794,Drama|Romance,1998
1795,Drama,1996
1796,Drama,1999
1797,Drama|Horror,1994
1798,Action|Drama,1974
1799,Thriller,1993
1800,Drama|Thriller,1994
1801,Drama,1990
1802,Children's|Drama,1957
1803,Comedy|Western,1965
1804,Western,1973
1805,Drama|Romance,1968
1806,Drama,1994
1807,Western,1969
1808,Drama,1947
1809,Drama|Mystery,1966
1810,Horror|Sci-Fi,1994
1811,Horror,1982
1812,,-
1813,Comedy,1990
1814,Children's|Comedy,1994
1815,,-
1816,,-
1817,Crime|Horror|Thriller,1998
1818,Action|Drama|Romance|Thriller,1992
1819,Horror,1992
1820,Children's|Comedy,1994
1821,Action|Comedy,1997
1822,Drama|Mystery|Thriller,1994
1823,Animation|Comedy,1996
1824,,-
1825,Drama,1990
1826,Action|Thriller,1999
1827,Crime|Film-Noir|Thriller,1931
1828,Comedy,2000
1829,Film-Noir|Thriller,1993
1830,Comedy,1995
1831,Comedy,2000
1832,Horror|Thriller,1990
1833,Comedy,1986
1834,Drama,1980
1835,Action|Crime,1990
1836,Drama,1979
1837,Drama,1999
1838,Comedy,2000
1839,Drama,1998
1840,Drama,1997
1841,Action|Drama|War,1962
1842,Children's|Comedy,1984
1843,Comedy,1925
1844,Action|Adventure|Sci-Fi|Thriller,1996
1845,Adventure|Comedy,1986
1846,Comedy|Horror,1980
1847,Children's|Comedy,1971
1848,Animation|Musical,1968
1849,Children's|Comedy,1981
1850,Comedy,1999
1851,Action|Adventure,1995
1852,Drama|Thriller,1994
1853,Comedy|Drama|Romance,1994
1854,Drama,1979
1855,Adventure|Children's,1996
1856,Animation|Children's|Musical|Romance,1995
1857,Animation|Children's,1968
1858,Drama,1995
1859,Animation|Children's,1963
1860,Comedy|Romance,1997
1861,Drama|Romance,1998
1862,Comedy|Romance,1998
1863,Comedy|Romance,1999
1864,Drama|Romance,1993
1865,Comedy|Romance,1994
1866,Drama,1999
1867,Drama|Romance,1999
1868,Drama|Horror,1999
1869,Drama,1985
1870,Thriller,1978
1871,Comedy,1938
1872,Drama|Thriller,1956
1873,Drama,1997
1874,Comedy,1982
1875,Children's|Comedy,1996
1876,Comedy|Musical,1967
1877,Comedy|Romance,1995
1878,Comedy|Horror,1948
1879,,-
1880,Action|Adventure|Thriller,1994
1881,Mystery|Romance|Thriller,1993
1882,Comedy|Drama,1994
1883,Drama,1986
1884,Comedy,1989
1885,Comedy|Western,1978
1886,Drama|Western,1971
1887,Children's|Comedy|Western,1975
1888,,-
1889,Comedy|War,1997
1890,Action|War,1995
1891,Action|Adventure|Comedy|War,1995
1892,Action|Drama|War,1997
1893,Drama|War,1997
1894,Comedy|Romance,1996
1895,Drama|War,1985
1896,Action|Comedy|Crime|Horror|Thriller,1996
1897,Comedy|Drama|Romance,1998
1898,Comedy|Drama,1994
1899,Comedy|Musical|Romance,1996
1900,Documentary,1996
1901,Comedy,1998
1902,Action|Comedy|Crime,1997
1903,Comedy,2000
1904,,-
1905,Action|Comedy|Crime|Drama,1992
1906,Comedy,1990
1907,Drama,1993
1908,Comedy,1996
1909,Crime|Drama,1994
1910,Drama,1998
1911,Action|Comedy,1986
1912,Drama,1997
1913,Drama,1996
1914,Horror,1960
1915,,-
1916,Drama|Mystery,1996
1917,Drama|Romance,1995
1918,Comedy,1968
1919,Drama|War,1957
1920,Comedy,1942
1921,Comedy|Drama|Romance,1987
1922,Comedy,1984
1923,Comedy,1942
1924,Animation|Mystery,1997
1925,Drama,1955
1926,Comedy,1936
1927,Action|Thriller,1995
1928,Drama|Romance,1951
1929,Children's|Comedy,1997
1930,Drama|War,1968
1931,Comedy|Romance,1996
1932,Comedy|Sci-Fi,1994
1933,Comedy,1997
1934,Animation|Children's,2000
1935,Action|Thriller,1996
1936,Comedy,1998
1937,Action|Thriller,1998
1938,Adventure|Children's,1998
1939,Drama|Romance,1999
1940,Drama,1937
1941,Comedy|Musical|Romance,1934
1942,Comedy,1938
1943,Thriller,1995
1944,Thriller,1948
1945,Sci-Fi|Thriller,1997
1946,Thriller,1999
1947,Adventure|Romance,1997
1948,Drama,1999
1949,Action|Adventure,1982
1950,Comedy|Drama,2000
1951,Crime|Drama,1999
1952,Comedy,1963
1953,Action|War,1967
1954,Drama|Sci-Fi,1984
1955,Horror,1959
1956,Drama,1987
1957,Comedy|Thriller,1993
1958,Thriller,1965
1959,Drama,1995
1960,Adventure|Drama,1974
1961,Comedy,1999
1962,Drama,1982
1963,Drama,1949
1964,Comedy|Drama,1987
1965,Drama,1996
1966,Drama,1993
1967,Comedy,1996
1968,Drama,1999
1969,Drama,1940
1970,Drama,1957
1971,,-
1972,Comedy|Documentary,1997
1973,Comedy,1983
1974,,-
1975,Comedy,1986
1976,Comedy|Romance,1997
1977,Miami Beach (1988),-
1978,Drama|Thriller,1996
1979,Drama,1996
1980,Comedy,1994
1981,Drama|Romance,1991
1982,,-
1983,Thriller,1992
1984,Drama,1995
1985,Drama,1994
1986,Drama,1994
1987,Children's|Drama,1961
1988,Drama,1998
1989,Drama,1998
1990,,-
1991,Action|Thriller,1998
1992,Romance,1984
1993,Drama|Romance,1995
1994,Drama|Romance|War,1953
1995,Drama|Musical,1975
1996,Crime|Drama|Film-Noir|Thriller,1948
1997,Film-Noir|Thriller,1943
1998,Comedy|Drama,1999
1999,Drama|Thriller,1998
2000,Children's|Comedy,1971
2001,Drama|Thriller,1998
2002,Horror|Sci-Fi,1956
2003,Drama,1927
2004,Comedy,1999
2005,Comedy|Romance,1996
2006,Adventure|Children's|Comedy,1977
2007,Action|Comedy,1993
2008,Comedy|Drama,1995
2009,Comedy,1998
2010,Comedy,1986
2011,Comedy|Horror,1989
2012,Comedy|Romance,1996
2013,Comedy,1997
2014,Comedy,1985
2015,Comedy,1992
2016,Comedy,1993
2017,Comedy|Romance,1990
2018,Comedy|Romance,1996
2019,Comedy,1985
2020,Comedy|Drama,1996
2021,Action|Comedy,1986
2022,Comedy|Drama,1995
2023,Comedy,1999
2024,Comedy|War,1991
2025,Comedy,1999
2026,Comedy|Romance,1997
2027,Comedy,1996
2028,Crime|Drama|Thriller,1997
2029,Crime|Thriller,1960
2030,Crime,1995
2031,Action|Adventure|Drama,1989
2032,Action,1986
2033,Action|Crime,1986
2034,Action|Adventure|Romance,1995
2035,,-
2036,Action|Thriller,1997
2037,Action,1988
2038,Action|Thriller,1994
2039,Mystery|Thriller,1995
2040,Mystery|Thriller,1997
2041,Action|Crime|Mystery|Thriller,1998
2042,Crime|Film-Noir|Thriller,1996
2043,Drama|Romance,1999
2044,Drama,1991
2045,Drama,1994
2046,Horror|Thriller,1984
2047,Sci-Fi|Thriller|War,1954
2048,Comedy,1920
2049,Drama,1984
2050,Drama|Romance,1997
2051,Drama|Romance,1999
2052,Action|Drama|Thriller,1997
2053,Drama,1994
2054,Drama|Romance,1997
2055,Drama,1994
2056,Drama,1999
2057,Drama|Romance,1995
2058,Adventure|Children's|Drama|Romance,1993
2059,Drama|Thriller,1992
2060,Drama,1996
2061,Drama|Romance,1995
2062,Drama|Thriller,1995
2063,Action|Drama,1993
2064,Drama,1995
2065,Drama,1998
2066,Drama,1996
2067,Drama,1992
2068,Drama,1999
2069,Drama,1997
2070,Action|Drama,1997
2071,Drama,1970
2072,Drama,1984
2073,Comedy|Sci-Fi,1984
2074,Horror|Sci-Fi,1958
2075,Comedy,1971
2076,Drama,1937
2077,Drama,1999
2078,Adventure,1935
2079,Drama,1988
2080,Drama,1971
2081,Crime|Drama,1978
2082,Romance,1999
2083,Drama|Romance,1990
2084,Comedy|Drama,1992
2085,Drama,1993
2086,Comedy|Romance,1995
2087,Comedy|Drama,1997
2088,Drama,1994
2089,Drama|Thriller,1994
2090,Drama,1995
2091,,-
2092,Comedy,1996
2093,Comedy|Romance,1998
2094,Comedy,1999
2095,Comedy,1994
2096,Comedy,1995
2097,Comedy,1996
2098,Children's|Comedy,1995
2099,Comedy|Horror,1986
2100,Horror|Sci-Fi|Thriller,1989
2101,,-
2102,Drama|Musical,1995
2103,Action|Comedy,1992
2104,War,1945
2105,Children's|Comedy|Drama,1960
2106,Drama,1999
2107,Romance,1999
2108,Horror,1963
2109,Thriller,1995
2110,Comedy|Thriller,1999
2111,Documentary,1997
2112,Documentary,1989
2113,Comedy,1987
2114,Comedy|Mystery,1997
2115,Action,1963
2116,Comedy,1972
2117,Comedy,1957
2118,Adventure|Crime|Sci-Fi|Thriller,1984
2119,Adventure|Comedy,1956
2120,Action|Adventure|War,1951
2121,Action|Drama|Mystery|Romance|Thriller,1981
2122,Drama,1999
2123,Comedy|Drama,1986
2124,Action|Sci-Fi,1994
